id,key,value,type
41790586,highway,turning_circle,regular
41790617,highway,turning_circle,regular
41791660,highway,turning_circle,regular
41794922,highway,turning_circle,regular
41796398,highway,turning_circle,regular
41796520,highway,turning_circle,regular
41796609,highway,turning_circle,regular
41798411,highway,turning_circle,regular
41799583,highway,turning_circle,regular
41799586,highway,turning_circle,regular
41802911,highway,turning_circle,regular
41805469,highway,turning_circle,regular
41805523,highway,turning_circle,regular
41806153,highway,turning_circle,regular
41806801,highway,turning_circle,regular
41806809,highway,turning_circle,regular
41809390,highway,turning_circle,regular
41809461,highway,turning_circle,regular
41809507,highway,turning_circle,regular
41809584,highway,turning_circle,regular
41810353,highway,turning_circle,regular
41812679,highway,traffic_signals,regular
41812694,highway,traffic_signals,regular
41812711,highway,traffic_signals,regular
41813479,highway,turning_circle,regular
41818155,highway,turning_circle,regular
41818172,highway,turning_circle,regular
41818859,noexit,yes,regular
41819030,highway,turning_circle,regular
41819036,highway,turning_circle,regular
41819047,highway,turning_circle,regular
41819155,highway,turning_circle,regular
41819164,highway,turning_circle,regular
41820546,highway,turning_circle,regular
41823422,highway,turning_circle,regular
41823435,highway,turning_circle,regular
41823443,highway,turning_circle,regular
41824036,highway,turning_circle,regular
41829052,highway,turning_circle,regular
41832242,highway,turning_circle,regular
41834659,highway,turning_circle,regular
41837324,highway,turning_circle,regular
41837374,highway,turning_circle,regular
41841928,highway,turning_circle,regular
41842003,highway,turning_circle,regular
41842023,highway,turning_circle,regular
41842043,highway,turning_circle,regular
41842624,noexit,yes,regular
41842876,highway,turning_circle,regular
41842878,highway,turning_circle,regular
41844352,noexit,yes,regular
41844533,highway,turning_circle,regular
41847068,highway,turning_circle,regular
41847092,highway,turning_circle,regular
41847099,highway,turning_circle,regular
41850038,highway,turning_circle,regular
41850046,highway,turning_circle,regular
41850669,highway,turning_circle,regular
41850999,highway,turning_circle,regular
41851003,highway,turning_circle,regular
41851007,highway,turning_circle,regular
41851020,highway,turning_circle,regular
41853656,highway,turning_circle,regular
41853670,highway,turning_circle,regular
41853680,highway,turning_circle,regular
41855211,highway,turning_circle,regular
41855434,highway,turning_circle,regular
41855704,highway,turning_circle,regular
41855707,highway,turning_circle,regular
41855710,highway,turning_circle,regular
41855725,highway,turning_circle,regular
41855733,highway,turning_circle,regular
41859886,highway,turning_circle,regular
41859904,highway,turning_circle,regular
41859910,highway,turning_circle,regular
41860133,highway,turning_circle,regular
41860574,highway,traffic_signals,regular
41860674,highway,turning_circle,regular
41861825,highway,turning_circle,regular
41863998,highway,turning_circle,regular
41864003,highway,turning_circle,regular
41868090,highway,turning_circle,regular
41868145,note,Way was split for USBR 90.,regular
41868149,note,Way was split for USBR 90.,regular
41868578,highway,turning_circle,regular
41870026,highway,turning_circle,regular
41872195,highway,turning_circle,regular
41872261,highway,turning_circle,regular
41872265,highway,turning_circle,regular
41873695,highway,turning_circle,regular
41875186,highway,turning_circle,regular
41878008,highway,turning_circle,regular
41880026,highway,turning_circle,regular
41880077,highway,turning_circle,regular
41880089,highway,turning_circle,regular
41880099,highway,turning_circle,regular
41883430,highway,traffic_signals,regular
41883442,highway,traffic_signals,regular
41883468,highway,traffic_signals,regular
41883482,highway,traffic_signals,regular
41885439,highway,turning_circle,regular
41886435,highway,turning_circle,regular
41886637,highway,turning_circle,regular
41886666,highway,turning_circle,regular
41887027,noexit,yes,regular
41887922,highway,turning_circle,regular
41888995,highway,turning_circle,regular
41889025,highway,turning_circle,regular
41893419,highway,turning_circle,regular
41893443,highway,turning_circle,regular
41893511,highway,turning_circle,regular
41896077,highway,turning_circle,regular
41896925,highway,turning_circle,regular
41898757,highway,turning_circle,regular
41898961,highway,turning_circle,regular
41898976,highway,turning_circle,regular
41898982,highway,turning_circle,regular
41898984,highway,turning_circle,regular
41904146,highway,turning_circle,regular
41904175,highway,turning_circle,regular
41904194,highway,turning_circle,regular
41904307,highway,turning_circle,regular
41904317,highway,turning_circle,regular
41904330,highway,turning_circle,regular
41909036,noexit,yes,regular
41918254,highway,turning_circle,regular
41925946,highway,turning_circle,regular
41932847,highway,turning_circle,regular
41937750,highway,turning_circle,regular
41937771,highway,turning_circle,regular
41946857,highway,turning_circle,regular
41946877,highway,turning_circle,regular
41958649,highway,turning_circle,regular
41960867,highway,turning_circle,regular
41968926,noexit,yes,regular
41978051,highway,turning_circle,regular
41984806,highway,turning_circle,regular
41990975,highway,traffic_signals,regular
41992047,highway,turning_circle,regular
41993201,highway,turning_circle,regular
41993266,noexit,yes,regular
41993349,highway,turning_circle,regular
41994288,highway,turning_circle,regular
41995585,highway,turning_circle,regular
42000819,highway,turning_circle,regular
42000827,highway,turning_circle,regular
42002252,highway,turning_circle,regular
42016984,highway,turning_circle,regular
42022914,highway,turning_circle,regular
42031127,highway,turning_circle,regular
42031138,highway,turning_circle,regular
42032102,highway,turning_circle,regular
42032125,highway,turning_circle,regular
42032229,highway,turning_circle,regular
42036523,highway,turning_circle,regular
42036560,highway,turning_circle,regular
42036567,highway,turning_circle,regular
42036975,highway,turning_circle,regular
42195339,highway,turning_circle,regular
42201311,highway,turning_circle,regular
42202409,noexit,yes,regular
42207690,highway,turning_circle,regular
42207928,highway,turning_circle,regular
42207973,highway,turning_circle,regular
42209314,highway,turning_circle,regular
42211616,highway,turning_circle,regular
42215940,noexit,yes,regular
42220269,highway,turning_circle,regular
42220269,source,Bing,regular
42222667,highway,turning_circle,regular
42222679,highway,turning_circle,regular
42222715,highway,turning_circle,regular
42222736,highway,turning_circle,regular
42224286,highway,turning_circle,regular
42226449,highway,turning_circle,regular
42228614,highway,traffic_signals,regular
42228659,highway,stop,regular
42230344,highway,turning_circle,regular
42230344,source,Bing,regular
42230832,highway,turning_circle,regular
42232150,highway,turning_circle,regular
42240700,highway,turning_circle,regular
42245592,highway,turning_circle,regular
42245657,highway,turning_circle,regular
42249762,highway,turning_circle,regular
42249773,highway,turning_circle,regular
42261247,highway,turning_circle,regular
42261342,highway,turning_circle,regular
42261358,highway,turning_circle,regular
42270860,highway,turning_circle,regular
42271282,highway,turning_circle,regular
42286525,highway,turning_circle,regular
42286554,highway,turning_circle,regular
42291775,highway,turning_circle,regular
42291786,highway,turning_circle,regular
42291803,highway,turning_circle,regular
42291807,highway,turning_circle,regular
42292095,highway,turning_circle,regular
42298729,highway,turning_circle,regular
42298738,highway,turning_circle,regular
42304486,highway,turning_circle,regular
42309808,highway,turning_circle,regular
42310246,highway,turning_circle,regular
42319007,highway,turning_circle,regular
42331921,highway,turning_circle,regular
42334176,highway,turning_circle,regular
42335275,highway,turning_circle,regular
42335290,highway,turning_circle,regular
42337767,highway,turning_circle,regular
42341251,highway,turning_circle,regular
42341251,source,Bing,regular
42351749,highway,turning_circle,regular
42351762,highway,turning_circle,regular
42352932,highway,turning_circle,regular
42352965,highway,turning_circle,regular
42359103,highway,turning_circle,regular
42359121,highway,turning_circle,regular
42359945,highway,turning_circle,regular
42363022,highway,turning_circle,regular
42363051,highway,turning_circle,regular
42363059,highway,turning_circle,regular
42369373,highway,turning_circle,regular
42369381,highway,turning_circle,regular
42384975,highway,turning_circle,regular
42386391,highway,turning_circle,regular
42391321,highway,turning_circle,regular
42393390,highway,turning_circle,regular
42394611,highway,turning_circle,regular
42394690,highway,turning_circle,regular
42394735,highway,turning_circle,regular
42397759,highway,turning_circle,regular
42397788,highway,turning_circle,regular
42398834,highway,turning_circle,regular
42400956,highway,traffic_signals,regular
42400982,highway,traffic_signals,regular
42401929,highway,turning_circle,regular
42403172,highway,turning_circle,regular
42404606,highway,turning_circle,regular
42404619,highway,turning_circle,regular
42407971,highway,turning_circle,regular
42408206,highway,turning_circle,regular
42417862,highway,turning_circle,regular
42418431,highway,turning_circle,regular
42433033,highway,turning_circle,regular
42433040,highway,turning_circle,regular
42438318,highway,turning_circle,regular
42443554,highway,turning_circle,regular
42443926,highway,turning_circle,regular
42444008,highway,turning_circle,regular
42445583,noexit,yes,regular
42445824,highway,turning_circle,regular
42452180,highway,turning_circle,regular
42453791,highway,turning_circle,regular
42455024,highway,turning_circle,regular
42458446,highway,turning_circle,regular
42459718,highway,turning_circle,regular
42459735,highway,turning_circle,regular
42459770,highway,turning_circle,regular
42468060,highway,turning_circle,regular
42468068,highway,turning_circle,regular
42470170,highway,turning_circle,regular
42474842,highway,turning_circle,regular
42474942,highway,turning_circle,regular
42474944,highway,turning_circle,regular
42475387,highway,turning_circle,regular
42476366,highway,turning_circle,regular
42476608,highway,turning_circle,regular
42492776,highway,turning_circle,regular
42494874,highway,turning_circle,regular
42499071,highway,turning_circle,regular
42504993,highway,turning_circle,regular
42505084,highway,turning_circle,regular
42508107,highway,turning_circle,regular
42508294,highway,turning_circle,regular
42516923,highway,turning_circle,regular
42516927,highway,turning_circle,regular
42521115,highway,turning_circle,regular
42521123,highway,turning_circle,regular
42522389,highway,turning_circle,regular
42522866,highway,turning_circle,regular
42522866,source,Bing,regular
42524285,highway,turning_circle,regular
42524721,highway,turning_circle,regular
42527962,highway,turning_circle,regular
42528724,highway,turning_circle,regular
42528728,highway,turning_circle,regular
42528744,highway,turning_circle,regular
42529288,highway,turning_circle,regular
42529297,highway,turning_circle,regular
42532375,highway,turning_circle,regular
42532381,highway,turning_circle,regular
42532388,highway,turning_circle,regular
42532820,highway,turning_circle,regular
42532836,highway,turning_circle,regular
42534688,highway,turning_circle,regular
42535539,highway,turning_circle,regular
42541099,highway,turning_circle,regular
42559583,highway,turning_circle,regular
42559594,highway,turning_circle,regular
42562322,highway,turning_circle,regular
42562623,highway,turning_circle,regular
42563046,noexit,yes,regular
42564149,highway,turning_circle,regular
42564841,barrier,gate,regular
42565377,highway,turning_circle,regular
42565404,highway,turning_circle,regular
42567863,highway,turning_circle,regular
42567868,highway,turning_circle,regular
42568407,noexit,yes,regular
42570559,highway,turning_circle,regular
42570568,highway,turning_circle,regular
42570573,highway,turning_circle,regular
42577941,highway,turning_circle,regular
42580436,highway,turning_circle,regular
42580446,highway,turning_circle,regular
42584628,highway,turning_circle,regular
42586489,highway,turning_circle,regular
42592097,highway,turning_circle,regular
42592276,highway,turning_circle,regular
42593843,highway,turning_circle,regular
42597885,highway,turning_circle,regular
42598995,highway,turning_circle,regular
42601659,highway,turning_circle,regular
42601811,highway,turning_circle,regular
42604998,highway,turning_circle,regular
42609208,highway,turning_circle,regular
42616202,highway,turning_circle,regular
42616281,highway,turning_circle,regular
42617933,highway,turning_circle,regular
42619885,highway,turning_circle,regular
42626531,noexit,yes,regular
42636856,highway,turning_circle,regular
42637216,noexit,yes,regular
42642792,highway,turning_circle,regular
42644310,highway,turning_circle,regular
42647873,highway,turning_circle,regular
42653458,highway,turning_circle,regular
42662668,highway,turning_circle,regular
42666881,highway,turning_circle,regular
42674474,highway,turning_circle,regular
42674499,highway,turning_circle,regular
42675108,highway,turning_circle,regular
42678270,highway,turning_circle,regular
42681342,highway,turning_circle,regular
42683259,highway,turning_circle,regular
42688908,highway,turning_circle,regular
42696735,highway,turning_circle,regular
42707607,highway,turning_circle,regular
42707612,highway,turning_circle,regular
42717478,highway,turning_circle,regular
150932446,ele,524,regular
150932446,gnis:Class,Populated Place,regular
150932446,gnis:County,Pinal,regular
150932446,gnis:County_num,021,regular
150932446,gnis:ST_alpha,AZ,regular
150932446,gnis:ST_num,04,regular
150932446,feature_id,32644,gnis
150932446,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150932446,name,Palm Springs,regular
150932446,place,neighbourhood,regular
150948546,alt_name,City of Apache Junction,regular
150948546,ele,525,regular
150948546,id,25702,gnis
150948546,name,Apache Junction,regular
150948546,place,town,regular
150948546,population,"42,571",regular
150955931,ele,617,regular
150955931,gnis:County,Pinal,regular
150955931,gnis:County_num,021,regular
150955931,gnis:ST_alpha,AZ,regular
150955931,gnis:ST_num,04,regular
150955931,id,29401,gnis
150955931,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150955931,name,Youngberg,regular
150955931,place,hamlet,regular
150955931,wikidata,Q19462023,regular
150957963,ele,442,regular
150957963,gnis:Class,Populated Place,regular
150957963,gnis:County,Maricopa,regular
150957963,gnis:County_num,013,regular
150957963,gnis:ST_alpha,AZ,regular
150957963,gnis:ST_num,04,regular
150957963,id,36991,gnis
150957963,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150957963,is_in,Mesa; Maricopa County,regular
150957963,name,Fountain of the Sun,regular
150957963,place,neighbourhood,regular
150973013,ele,478,regular
150973013,gnis:Class,Populated Place,regular
150973013,gnis:County,Maricopa,regular
150973013,gnis:County_num,013,regular
150973013,gnis:ST_alpha,AZ,regular
150973013,gnis:ST_num,04,regular
150973013,id,36967,gnis
150973013,import_uuid,bb7269ee-502a-5391-8056-e3ce0e66489c,regular
150973013,name,Desert Vista Estates III,regular
150973013,place,neighbourhood,regular
150973013,wikidata,Q28221220,regular
175282860,highway,turning_circle,regular
175283143,highway,turning_circle,regular
175301202,highway,turning_circle,regular
175301535,highway,turning_circle,regular
175306587,highway,turning_circle,regular
175306591,highway,turning_circle,regular
175306594,highway,turning_circle,regular
175306599,highway,turning_circle,regular
175311119,highway,traffic_signals,regular
175311122,traffic_sign,yes,regular
175311122,direction,forward,traffic_sign
175311130,highway,motorway_junction,regular
175311130,ref,196,regular
175311145,highway,traffic_signals,regular
175320693,highway,turning_circle,regular
175332746,highway,turning_circle,regular
175336339,highway,turning_circle,regular
175336342,highway,turning_circle,regular
175336343,highway,turning_circle,regular
175336344,highway,turning_circle,regular
175339596,highway,turning_circle,regular
175343653,highway,traffic_signals,regular
175346094,highway,turning_circle,regular
175346937,highway,turning_circle,regular
175346938,highway,turning_circle,regular
175352407,highway,motorway_junction,regular
175352407,ref,197,regular
175352413,highway,traffic_signals,regular
175364819,highway,traffic_signals,regular
175364819,note,Way was split for USBR 90.,regular
175364826,highway,motorway_junction,regular
175364826,ref,198,regular
175367430,highway,turning_circle,regular
175367434,highway,turning_circle,regular
175374758,highway,turning_circle,regular
175375722,highway,traffic_signals,regular
175378882,highway,turning_circle,regular
175380030,highway,stop,regular
175388721,highway,traffic_signals,regular
175425777,highway,turning_circle,regular
175425784,highway,turning_circle,regular
175430927,highway,turning_circle,regular
175430930,highway,turning_circle,regular
175430935,highway,turning_circle,regular
175437395,highway,turning_circle,regular
175437398,highway,turning_circle,regular
175437423,highway,turning_circle,regular
175437429,highway,turning_circle,regular
175438602,highway,traffic_signals,regular
175438608,highway,motorway_junction,regular
175438608,ref,195,regular
175444513,highway,turning_circle,regular
175445611,highway,turning_circle,regular
175445614,highway,turning_circle,regular
175446448,highway,traffic_signals,regular
175448167,highway,turning_circle,regular
175449088,highway,turning_circle,regular
175449723,highway,turning_circle,regular
175449728,highway,turning_circle,regular
175450102,highway,turning_circle,regular
175450504,highway,turning_circle,regular
175450533,highway,turning_circle,regular
